Title;Synopsis;Début du projet;Fin du projet;Visuel;Nature;Budget;Catégorie;link.text;link.url;Owner;Year
The Shaggy Dog ;;;01/01/2006;;MOVIE;50000000;Comedy|Family|Fantasy;IMDB;http://www.imdb.com/title/tt0393735/?ref_=fn_tt_tt_1;public;2006
Starsky & Hutch ;;;01/01/2004;;MOVIE;60000000;Comedy|Crime;IMDB;http://www.imdb.com/title/tt0335438/?ref_=fn_tt_tt_1;public;2004
Jingle All the Way ;;;01/01/1996;;MOVIE;60000000;Comedy|Family;IMDB;http://www.imdb.com/title/tt0116705/?ref_=fn_tt_tt_1;public;1996
Hellboy ;;;01/01/2004;;MOVIE;66000000;Action|Fantasy|Horror|Sci-Fi;IMDB;http://www.imdb.com/title/tt0167190/?ref_=fn_tt_tt_1;public;2004
A Civil Action ;;;01/01/1998;;MOVIE;60000000;Drama;IMDB;http://www.imdb.com/title/tt0120633/?ref_=fn_tt_tt_1;public;1998
ParaNorman ;;;01/01/2012;;MOVIE;60000000;Adventure|Animation|Comedy|Family|Fantasy;IMDB;http://www.imdb.com/title/tt1623288/?ref_=fn_tt_tt_1;public;2012
The Jackal ;;;01/01/1997;;MOVIE;60000000;Action|Adventure|Crime|Thriller;IMDB;http://www.imdb.com/title/tt0119395/?ref_=fn_tt_tt_1;public;1997
Paycheck ;;;01/01/2003;;MOVIE;60000000;Action|Mystery|Sci-Fi|Thriller;IMDB;http://www.imdb.com/title/tt0338337/?ref_=fn_tt_tt_1;public;2003
Up Close & Personal ;;;01/01/1996;;MOVIE;60000000;Drama|Romance;IMDB;http://www.imdb.com/title/tt0118055/?ref_=fn_tt_tt_1;public;1996
The Tale of Despereaux ;;;01/01/2008;;MOVIE;60000000;Adventure|Animation|Comedy|Family|Fantasy;IMDB;http://www.imdb.com/title/tt0420238/?ref_=fn_tt_tt_1;public;2008
Rules of Engagement             ;;;01/01/;;MOVIE;;Comedy|Romance;IMDB;http://www.imdb.com/title/tt0790772/?ref_=fn_tt_tt_1;public;0
The Tuxedo ;;;01/01/2002;;MOVIE;60000000;Action|Comedy|Sci-Fi;IMDB;http://www.imdb.com/title/tt0290095/?ref_=fn_tt_tt_1;public;2002
Under Siege 2: Dark Territory ;;;01/01/1995;;MOVIE;60000000;Action|Thriller;IMDB;http://www.imdb.com/title/tt0114781/?ref_=fn_tt_tt_1;public;1995
Jack Ryan: Shadow Recruit ;;;01/01/2014;;MOVIE;60000000;Action|Drama|Thriller;IMDB;http://www.imdb.com/title/tt1205537/?ref_=fn_tt_tt_1;public;2014
Joy ;;;01/01/2015;;MOVIE;60000000;Biography|Comedy|Drama;IMDB;http://www.imdb.com/title/tt2446980/?ref_=fn_tt_tt_1;public;2015
London Has Fallen ;;;01/01/2016;;MOVIE;60000000;Action|Crime|Drama|Thriller;IMDB;http://www.imdb.com/title/tt3300542/?ref_=fn_tt_tt_1;public;2016
Alien: Resurrection ;;;01/01/1997;;MOVIE;75000000;Action|Horror|Sci-Fi;IMDB;http://www.imdb.com/title/tt0118583/?ref_=fn_tt_tt_1;public;1997
Shooter ;;;01/01/2007;;MOVIE;61000000;Action|Crime|Drama|Mystery|Thriller;IMDB;http://www.imdb.com/title/tt0822854/?ref_=fn_tt_tt_1;public;2007
The Boxtrolls ;;;01/01/2014;;MOVIE;60000000;Adventure|Animation|Comedy|Family|Fantasy;IMDB;http://www.imdb.com/title/tt0787474/?ref_=fn_tt_tt_1;public;2014
Practical Magic ;;;01/01/1998;;MOVIE;48000000;Comedy|Drama|Fantasy|Romance;IMDB;http://www.imdb.com/title/tt0120791/?ref_=fn_tt_tt_1;public;1998
The Lego Movie ;;;01/01/2014;;MOVIE;60000000;Action|Adventure|Animation|Comedy|Family|Fantasy;IMDB;http://www.imdb.com/title/tt1490017/?ref_=fn_tt_tt_1;public;2014
Miss Congeniality 2: Armed and Fabulous ;;;01/01/2005;;MOVIE;45000000;Action|Comedy|Crime;IMDB;http://www.imdb.com/title/tt0385307/?ref_=fn_tt_tt_1;public;2005
Reign of Fire ;;;01/01/2002;;MOVIE;60000000;Action|Adventure|Fantasy|Sci-Fi|Thriller;IMDB;http://www.imdb.com/title/tt0253556/?ref_=fn_tt_tt_1;public;2002
Gangster Squad ;;;01/01/2013;;MOVIE;60000000;Action|Crime|Drama|Thriller;IMDB;http://www.imdb.com/title/tt1321870/?ref_=fn_tt_tt_1;public;2013
Year One ;;;01/01/2009;;MOVIE;60000000;Adventure|Comedy;IMDB;http://www.imdb.com/title/tt1045778/?ref_=fn_tt_tt_1;public;2009
Invictus ;;;01/01/2009;;MOVIE;60000000;Biography|Drama|History|Sport;IMDB;http://www.imdb.com/title/tt1057500/?ref_=fn_tt_tt_1;public;2009
State of Play ;;;01/01/2009;;MOVIE;;Crime|Drama|Mystery|Thriller;IMDB;http://www.imdb.com/title/tt0473705/?ref_=fn_tt_tt_1;public;2009
Duplicity ;;;01/01/2009;;MOVIE;60000000;Comedy|Crime|Romance|Thriller;IMDB;http://www.imdb.com/title/tt1135487/?ref_=fn_tt_tt_1;public;2009
My Favorite Martian ;;;01/01/1999;;MOVIE;65000000;Comedy|Family|Sci-Fi;IMDB;http://www.imdb.com/title/tt0120764/?ref_=fn_tt_tt_1;public;1999
The Sentinel ;;;01/01/2006;;MOVIE;60000000;Action|Crime|Thriller;IMDB;http://www.imdb.com/title/tt0443632/?ref_=fn_tt_tt_1;public;2006
Planet 51 ;;;01/01/2009;;MOVIE;70000000;Adventure|Animation|Comedy|Family|Sci-Fi;IMDB;http://www.imdb.com/title/tt0762125/?ref_=fn_tt_tt_1;public;2009
Star Trek: Nemesis ;;;01/01/2002;;MOVIE;60000000;Action|Adventure|Sci-Fi|Thriller;IMDB;http://www.imdb.com/title/tt0253754/?ref_=fn_tt_tt_1;public;2002
Intolerable Cruelty ;;;01/01/2003;;MOVIE;60000000;Comedy|Crime|Romance;IMDB;http://www.imdb.com/title/tt0138524/?ref_=fn_tt_tt_1;public;2003
Trouble with the Curve ;;;01/01/2012;;MOVIE;;Drama|Sport;IMDB;http://www.imdb.com/title/tt2083383/?ref_=fn_tt_tt_1;public;2012
Edge of Darkness ;;;01/01/2010;;MOVIE;80000000;Crime|Drama|Mystery|Thriller;IMDB;http://www.imdb.com/title/tt1226273/?ref_=fn_tt_tt_1;public;2010
The Relic ;;;01/01/1997;;MOVIE;40000000;Horror|Mystery|Sci-Fi|Thriller;IMDB;http://www.imdb.com/title/tt0120004/?ref_=fn_tt_tt_1;public;1997
Analyze That ;;;01/01/2002;;MOVIE;60000000;Comedy|Crime;IMDB;http://www.imdb.com/title/tt0289848/?ref_=fn_tt_tt_1;public;2002
Righteous Kill ;;;01/01/2008;;MOVIE;60000000;Action|Crime|Drama|Mystery|Thriller;IMDB;http://www.imdb.com/title/tt1034331/?ref_=fn_tt_tt_1;public;2008
Mercury Rising ;;;01/01/1998;;MOVIE;60000000;Action|Crime|Drama|Thriller;IMDB;http://www.imdb.com/title/tt0120749/?ref_=fn_tt_tt_1;public;1998
The Soloist ;;;01/01/2009;;MOVIE;60000000;Biography|Drama|Music;IMDB;http://www.imdb.com/title/tt0821642/?ref_=fn_tt_tt_1;public;2009
The Legend of Bagger Vance ;;;01/01/2000;;MOVIE;60000000;Drama|Fantasy|Sport;IMDB;http://www.imdb.com/title/tt0146984/?ref_=fn_tt_tt_1;public;2000
Almost Famous ;;;01/01/2000;;MOVIE;60000000;Adventure|Comedy|Drama|Music;IMDB;http://www.imdb.com/title/tt0181875/?ref_=fn_tt_tt_1;public;2000
Garfield 2 ;;;01/01/2006;;MOVIE;;Animation|Comedy|Family|Fantasy;IMDB;http://www.imdb.com/title/tt0455499/?ref_=fn_tt_tt_1;public;2006
xXx: State of the Union ;;;01/01/2005;;MOVIE;87000000;Action|Adventure|Crime|Thriller;IMDB;http://www.imdb.com/title/tt0329774/?ref_=fn_tt_tt_1;public;2005
Priest ;;;01/01/2011;;MOVIE;60000000;Action|Fantasy|Horror|Sci-Fi|Thriller;IMDB;http://www.imdb.com/title/tt0822847/?ref_=fn_tt_tt_1;public;2011
Sinbad: Legend of the Seven Seas ;;;01/01/2003;;MOVIE;60000000;Adventure|Animation|Comedy|Drama|Family|Fantasy|Romance;IMDB;http://www.imdb.com/title/tt0165982/?ref_=fn_tt_tt_1;public;2003
Event Horizon ;;;01/01/1997;;MOVIE;60000000;Horror|Sci-Fi|Thriller;IMDB;http://www.imdb.com/title/tt0119081/?ref_=fn_tt_tt_1;public;1997
The Avengers ;;;01/01/2012;;MOVIE;220000000;Action|Adventure|Sci-Fi;IMDB;http://www.imdb.com/title/tt0848228/?ref_=fn_tt_tt_1;public;2012
Dragonfly ;;;01/01/2002;;MOVIE;60000000;Drama|Fantasy|Mystery|Romance|Thriller;IMDB;http://www.imdb.com/title/tt0259288/?ref_=fn_tt_tt_1;public;2002
The Black Dahlia ;;;01/01/2006;;MOVIE;50000000;Crime|Drama|Mystery|Thriller;IMDB;http://www.imdb.com/title/tt0387877/?ref_=fn_tt_tt_1;public;2006
Flyboys ;;;01/01/2006;;MOVIE;60000000;Action|Adventure|Drama|History|Romance|War;IMDB;http://www.imdb.com/title/tt0454824/?ref_=fn_tt_tt_1;public;2006
The Last Castle ;;;01/01/2001;;MOVIE;60000000;Action|Drama|Thriller;IMDB;http://www.imdb.com/title/tt0272020/?ref_=fn_tt_tt_1;public;2001
Supernova ;;;01/01/2000;;MOVIE;65000000;Horror|Sci-Fi|Thriller;IMDB;http://www.imdb.com/title/tt0134983/?ref_=fn_tt_tt_1;public;2000
Winter's Tale ;;;01/01/2014;;MOVIE;60000000;Drama|Fantasy|Mystery|Romance;IMDB;http://www.imdb.com/title/tt1837709/?ref_=fn_tt_tt_1;public;2014
The Mortal Instruments: City of Bones ;;;01/01/2013;;MOVIE;60000000;Fantasy|Horror|Mystery|Romance;IMDB;http://www.imdb.com/title/tt1538403/?ref_=fn_tt_tt_1;public;2013
Meet Dave ;;;01/01/2008;;MOVIE;60000000;Adventure|Comedy|Family|Romance|Sci-Fi;IMDB;http://www.imdb.com/title/tt0765476/?ref_=fn_tt_tt_1;public;2008
Dark Water ;;;01/01/2005;;MOVIE;30000000;Drama|Horror|Thriller;IMDB;http://www.imdb.com/title/tt0382628/?ref_=fn_tt_tt_1;public;2005
Edtv ;;;01/01/1999;;MOVIE;55000000;Comedy|Drama;IMDB;http://www.imdb.com/title/tt0131369/?ref_=fn_tt_tt_1;public;1999
Inkheart ;;;01/01/2008;;MOVIE;60000000;Adventure|Family|Fantasy;IMDB;http://www.imdb.com/title/tt0494238/?ref_=fn_tt_tt_1;public;2008
The Spirit ;;;01/01/2008;;MOVIE;60000000;Action|Crime|Fantasy|Thriller;IMDB;http://www.imdb.com/title/tt0831887/?ref_=fn_tt_tt_1;public;2008
Mortdecai ;;;01/01/2015;;MOVIE;60000000;Action|Comedy|Mystery|Romance;IMDB;http://www.imdb.com/title/tt3045616/?ref_=fn_tt_tt_1;public;2015
In the Name of the King: A Dungeon Siege Tale ;;;01/01/2007;;MOVIE;60000000;Action|Adventure|Fantasy|Thriller;IMDB;http://www.imdb.com/title/tt0460780/?ref_=fn_tt_tt_1;public;2007
Beyond Borders ;;;01/01/2003;;MOVIE;35000000;Adventure|Drama|Romance|War;IMDB;http://www.imdb.com/title/tt0294357/?ref_=fn_tt_tt_1;public;2003
Xi you ji zhi: Sun Wukong san da Baigu Jing ;;;01/01/2016;;MOVIE;68005000;Action|Adventure|Fantasy;IMDB;http://www.imdb.com/title/tt4591310/?ref_=fn_tt_tt_1;public;2016
The Great Raid ;;;01/01/2005;;MOVIE;80000000;Action|Drama|War;IMDB;http://www.imdb.com/title/tt0326905/?ref_=fn_tt_tt_1;public;2005
Deadpool ;;;01/01/2016;;MOVIE;58000000;Action|Adventure|Comedy|Romance|Sci-Fi;IMDB;http://www.imdb.com/title/tt1431045/?ref_=fn_tt_tt_1;public;2016
Holy Man ;;;01/01/1998;;MOVIE;60000000;Comedy|Drama;IMDB;http://www.imdb.com/title/tt0120701/?ref_=fn_tt_tt_1;public;1998
American Sniper ;;;01/01/2014;;MOVIE;58800000;Action|Biography|Drama|History|Thriller|War;IMDB;http://www.imdb.com/title/tt2179136/?ref_=fn_tt_tt_1;public;2014
Goosebumps ;;;01/01/2015;;MOVIE;58000000;Adventure|Comedy|Family|Fantasy|Horror;IMDB;http://www.imdb.com/title/tt1051904/?ref_=fn_tt_tt_1;public;2015
Sabrina, the Teenage Witch             ;;;01/01/;;MOVIE;3000000;Comedy|Family|Fantasy;IMDB;http://www.imdb.com/title/tt0115341/?ref_=fn_tt_tt_1;public;0
Just Like Heaven ;;;01/01/2005;;MOVIE;58000000;Comedy|Fantasy|Romance;IMDB;http://www.imdb.com/title/tt0425123/?ref_=fn_tt_tt_1;public;2005
The Flintstones in Viva Rock Vegas ;;;01/01/2000;;MOVIE;60000000;Comedy|Family|Romance|Sci-Fi;IMDB;http://www.imdb.com/title/tt0158622/?ref_=fn_tt_tt_1;public;2000
Rambo III ;;;01/01/1988;;MOVIE;63000000;Action|Adventure|Thriller|War;IMDB;http://www.imdb.com/title/tt0095956/?ref_=fn_tt_tt_1;public;1988
Leatherheads ;;;01/01/2008;;MOVIE;58000000;Comedy|Drama|Romance|Sport;IMDB;http://www.imdb.com/title/tt0379865/?ref_=fn_tt_tt_1;public;2008
The Ridiculous 6 ;;;01/01/2015;;MOVIE;;Comedy|Western;IMDB;http://www.imdb.com/title/tt2479478/?ref_=fn_tt_tt_1;public;2015
Did You Hear About the Morgans? ;;;01/01/2009;;MOVIE;58000000;Comedy|Drama|Romance;IMDB;http://www.imdb.com/title/tt1314228/?ref_=fn_tt_tt_1;public;2009
The Internship ;;;01/01/2013;;MOVIE;58000000;Comedy;IMDB;http://www.imdb.com/title/tt2234155/?ref_=fn_tt_tt_1;public;2013
Resident Evil: Afterlife ;;;01/01/2010;;MOVIE;60000000;Action|Adventure|Horror|Sci-Fi;IMDB;http://www.imdb.com/title/tt1220634/?ref_=fn_tt_tt_1;public;2010
Red Tails ;;;01/01/2012;;MOVIE;58000000;Action|Adventure|Drama|History|War;IMDB;http://www.imdb.com/title/tt0485985/?ref_=fn_tt_tt_1;public;2012
Sex and the City             ;;;01/01/;;MOVIE;;Comedy|Romance;IMDB;http://www.imdb.com/title/tt0159206/?ref_=fn_tt_tt_1;public;0
The Devil's Advocate ;;;01/01/1997;;MOVIE;57000000;Drama|Mystery|Thriller;IMDB;http://www.imdb.com/title/tt0118971/?ref_=fn_tt_tt_1;public;1997
That's My Boy ;;;01/01/2012;;MOVIE;70000000;Comedy;IMDB;http://www.imdb.com/title/tt1232200/?ref_=fn_tt_tt_1;public;2012
DragonHeart ;;;01/01/1996;;MOVIE;57000000;Action|Adventure|Fantasy;IMDB;http://www.imdb.com/title/tt0116136/?ref_=fn_tt_tt_1;public;1996
After the Sunset ;;;01/01/2004;;MOVIE;58000000;Action|Comedy|Crime|Drama;IMDB;http://www.imdb.com/title/tt0367479/?ref_=fn_tt_tt_1;public;2004
Ghost Rider: Spirit of Vengeance ;;;01/01/2011;;MOVIE;57000000;Action|Fantasy|Thriller;IMDB;http://www.imdb.com/title/tt1071875/?ref_=fn_tt_tt_1;public;2011
Captain Corelli's Mandolin ;;;01/01/2001;;MOVIE;57000000;Drama|Music|Romance|War;IMDB;http://www.imdb.com/title/tt0238112/?ref_=fn_tt_tt_1;public;2001
Anger Management             ;;;01/01/;;MOVIE;;Comedy|Romance;IMDB;http://www.imdb.com/title/tt1986770/?ref_=fn_tt_tt_1;public;0
The Pacifier ;;;01/01/2005;;MOVIE;56000000;Action|Comedy|Drama|Family|Thriller;IMDB;http://www.imdb.com/title/tt0395699/?ref_=fn_tt_tt_1;public;2005
Walking Tall ;;;01/01/2004;;MOVIE;56000000;Action|Crime;IMDB;http://www.imdb.com/title/tt0351977/?ref_=fn_tt_tt_1;public;2004
Forrest Gump ;;;01/01/1994;;MOVIE;55000000;Comedy|Drama;IMDB;http://www.imdb.com/title/tt0109830/?ref_=fn_tt_tt_1;public;1994
Alvin and the Chipmunks ;;;01/01/2007;;MOVIE;60000000;Animation|Comedy|Family|Fantasy|Music;IMDB;http://www.imdb.com/title/tt0952640/?ref_=fn_tt_tt_1;public;2007
Meet the Parents ;;;01/01/2000;;MOVIE;55000000;Comedy;IMDB;http://www.imdb.com/title/tt0212338/?ref_=fn_tt_tt_1;public;2000
Pocahontas ;;;01/01/1995;;MOVIE;55000000;Adventure|Animation|Drama|Family|History|Musical|Romance;IMDB;http://www.imdb.com/title/tt0114148/?ref_=fn_tt_tt_1;public;1995
Superman ;;;01/01/1978;;MOVIE;55000000;Action|Adventure|Drama|Romance|Sci-Fi;IMDB;http://www.imdb.com/title/tt0078346/?ref_=fn_tt_tt_1;public;1978
The Nutty Professor ;;;01/01/1996;;MOVIE;54000000;Comedy|Romance|Sci-Fi;IMDB;http://www.imdb.com/title/tt0117218/?ref_=fn_tt_tt_1;public;1996
Hitch ;;;01/01/2005;;MOVIE;70000000;Comedy|Romance;IMDB;http://www.imdb.com/title/tt0386588/?ref_=fn_tt_tt_1;public;2005
George of the Jungle ;;;01/01/1997;;MOVIE;55000000;Action|Adventure|Comedy|Family|Romance;IMDB;http://www.imdb.com/title/tt0119190/?ref_=fn_tt_tt_1;public;1997
American Wedding ;;;01/01/2003;;MOVIE;55000000;Comedy|Romance;IMDB;http://www.imdb.com/title/tt0328828/?ref_=fn_tt_tt_1;public;2003
Captain Phillips ;;;01/01/2013;;MOVIE;55000000;Biography|Drama|Thriller;IMDB;http://www.imdb.com/title/tt1535109/?ref_=fn_tt_tt_1;public;2013
Date Night ;;;01/01/2010;;MOVIE;55000000;Comedy|Crime|Romance|Thriller;IMDB;http://www.imdb.com/title/tt1279935/?ref_=fn_tt_tt_1;public;2010
Casper ;;;01/01/1995;;MOVIE;50000000;Comedy|Family|Fantasy;IMDB;http://www.imdb.com/title/tt0112642/?ref_=fn_tt_tt_1;public;1995
The Equalizer ;;;01/01/2014;;MOVIE;55000000;Action|Crime|Thriller;IMDB;http://www.imdb.com/title/tt0455944/?ref_=fn_tt_tt_1;public;2014
Maid in Manhattan ;;;01/01/2002;;MOVIE;55000000;Comedy|Drama|Romance;IMDB;http://www.imdb.com/title/tt0252076/?ref_=fn_tt_tt_1;public;2002
Crimson Tide ;;;01/01/1995;;MOVIE;53000000;Action|Drama|Thriller|War;IMDB;http://www.imdb.com/title/tt0112740/?ref_=fn_tt_tt_1;public;1995
The Pursuit of Happyness ;;;01/01/2006;;MOVIE;55000000;Biography|Drama;IMDB;http://www.imdb.com/title/tt0454921/?ref_=fn_tt_tt_1;public;2006
Flightplan ;;;01/01/2005;;MOVIE;55000000;Drama|Mystery|Thriller;IMDB;http://www.imdb.com/title/tt0408790/?ref_=fn_tt_tt_1;public;2005
Disclosure ;;;01/01/1994;;MOVIE;55000000;Drama|Thriller;IMDB;http://www.imdb.com/title/tt0109635/?ref_=fn_tt_tt_1;public;1994
City of Angels ;;;01/01/1998;;MOVIE;55000000;Drama|Fantasy|Romance;IMDB;http://www.imdb.com/title/tt0120632/?ref_=fn_tt_tt_1;public;1998
Kill Bill: Vol. 1 ;;;01/01/2003;;MOVIE;30000000;Action;IMDB;http://www.imdb.com/title/tt0266697/?ref_=fn_tt_tt_1;public;2003
Bowfinger ;;;01/01/1999;;MOVIE;55000000;Comedy;IMDB;http://www.imdb.com/title/tt0131325/?ref_=fn_tt_tt_1;public;1999
Stargate SG-1             ;;;01/01/;;MOVIE;1400000;Action|Adventure|Drama|Sci-Fi;IMDB;http://www.imdb.com/title/tt0118480/?ref_=fn_tt_tt_1;public;0
Kill Bill: Vol. 2 ;;;01/01/2004;;MOVIE;30000000;Action|Crime|Drama|Thriller;IMDB;http://www.imdb.com/title/tt0378194/?ref_=fn_tt_tt_1;public;2004
Tango & Cash ;;;01/01/1989;;MOVIE;55000000;Action|Comedy|Crime|Thriller;IMDB;http://www.imdb.com/title/tt0098439/?ref_=fn_tt_tt_1;public;1989
Death Becomes Her ;;;01/01/1992;;MOVIE;55000000;Comedy|Fantasy|Horror;IMDB;http://www.imdb.com/title/tt0104070/?ref_=fn_tt_tt_1;public;1992
Shanghai Noon ;;;01/01/2000;;MOVIE;55000000;Action|Adventure|Comedy|Western;IMDB;http://www.imdb.com/title/tt0184894/?ref_=fn_tt_tt_1;public;2000
Executive Decision ;;;01/01/1996;;MOVIE;55000000;Action|Adventure|Thriller;IMDB;http://www.imdb.com/title/tt0116253/?ref_=fn_tt_tt_1;public;1996
Mr. Popper's Penguins ;;;01/01/2011;;MOVIE;55000000;Comedy|Family|Fantasy;IMDB;http://www.imdb.com/title/tt1396218/?ref_=fn_tt_tt_1;public;2011
The Forbidden Kingdom ;;;01/01/2008;;MOVIE;55000000;Action|Adventure|Fantasy;IMDB;http://www.imdb.com/title/tt0865556/?ref_=fn_tt_tt_1;public;2008
Free Birds ;;;01/01/2013;;MOVIE;55000000;Adventure|Animation|Comedy|Family;IMDB;http://www.imdb.com/title/tt1621039/?ref_=fn_tt_tt_1;public;2013
Alien 3 ;;;01/01/1992;;MOVIE;50000000;Action|Horror|Sci-Fi;IMDB;http://www.imdb.com/title/tt0103644/?ref_=fn_tt_tt_1;public;1992
Evita ;;;01/01/1996;;MOVIE;55000000;Biography|Drama|History|Musical;IMDB;http://www.imdb.com/title/tt0116250/?ref_=fn_tt_tt_1;public;1996
Ronin ;;;01/01/1998;;MOVIE;55000000;Action|Adventure|Crime|Thriller;IMDB;http://www.imdb.com/title/tt0122690/?ref_=fn_tt_tt_1;public;1998
The Ghost and the Darkness ;;;01/01/1996;;MOVIE;55000000;Adventure|Drama|Horror|Thriller;IMDB;http://www.imdb.com/title/tt0116409/?ref_=fn_tt_tt_1;public;1996
Paddington ;;;01/01/2014;;MOVIE;55000000;Animation|Comedy|Family|Fantasy;IMDB;http://www.imdb.com/title/tt1109624/?ref_=fn_tt_tt_1;public;2014
The Watch ;;;01/01/2012;;MOVIE;68000000;Action|Comedy|Sci-Fi;IMDB;http://www.imdb.com/title/tt1298649/?ref_=fn_tt_tt_1;public;2012
The Hunted ;;;01/01/2003;;MOVIE;55000000;Action|Crime|Drama|Thriller;IMDB;http://www.imdb.com/title/tt0269347/?ref_=fn_tt_tt_1;public;2003
Instinct ;;;01/01/1999;;MOVIE;55000000;Drama|Thriller;IMDB;http://www.imdb.com/title/tt0128278/?ref_=fn_tt_tt_1;public;1999
Stuck on You ;;;01/01/2003;;MOVIE;55000000;Comedy;IMDB;http://www.imdb.com/title/tt0338466/?ref_=fn_tt_tt_1;public;2003
Semi-Pro ;;;01/01/2008;;MOVIE;55000000;Comedy|Sport;IMDB;http://www.imdb.com/title/tt0839980/?ref_=fn_tt_tt_1;public;2008
The Pirates! Band of Misfits ;;;01/01/2012;;MOVIE;55000000;Adventure|Animation|Comedy|Family;IMDB;http://www.imdb.com/title/tt1430626/?ref_=fn_tt_tt_1;public;2012
Changeling ;;;01/01/2008;;MOVIE;55000000;Crime|Drama|Mystery|Thriller;IMDB;http://www.imdb.com/title/tt0824747/?ref_=fn_tt_tt_1;public;2008
Chain Reaction ;;;01/01/1996;;MOVIE;50000000;Action|Drama|Sci-Fi|Thriller;IMDB;http://www.imdb.com/title/tt0115857/?ref_=fn_tt_tt_1;public;1996
The Fan ;;;01/01/1996;;MOVIE;55000000;Action|Drama|Sport|Thriller;IMDB;http://www.imdb.com/title/tt0116277/?ref_=fn_tt_tt_1;public;1996
The Phantom of the Opera ;;;01/01/2004;;MOVIE;70000000;Drama|Musical|Romance|Thriller;IMDB;http://www.imdb.com/title/tt0293508/?ref_=fn_tt_tt_1;public;2004
Elizabeth: The Golden Age ;;;01/01/2007;;MOVIE;55000000;Biography|Drama|History|War;IMDB;http://www.imdb.com/title/tt0414055/?ref_=fn_tt_tt_1;public;2007
Æon Flux ;;;01/01/2005;;MOVIE;62000000;Action|Sci-Fi;IMDB;http://www.imdb.com/title/tt0402022/?ref_=fn_tt_tt_1;public;2005
Gods and Generals ;;;01/01/2003;;MOVIE;56000000;Drama|History|War;IMDB;http://www.imdb.com/title/tt0279111/?ref_=fn_tt_tt_1;public;2003
Turbulence ;;;01/01/1997;;MOVIE;71000000;Action|Thriller;IMDB;http://www.imdb.com/title/tt0120390/?ref_=fn_tt_tt_1;public;1997
Imagine That ;;;01/01/2009;;MOVIE;55000000;Comedy|Drama|Family|Fantasy;IMDB;http://www.imdb.com/title/tt0780567/?ref_=fn_tt_tt_1;public;2009
Muppets Most Wanted ;;;01/01/2014;;MOVIE;50000000;Adventure|Comedy|Crime|Family|Musical;IMDB;http://www.imdb.com/title/tt2281587/?ref_=fn_tt_tt_1;public;2014
Thunderbirds ;;;01/01/2004;;MOVIE;57000000;Action|Adventure|Comedy|Family|Sci-Fi;IMDB;http://www.imdb.com/title/tt0167456/?ref_=fn_tt_tt_1;public;2004
Burlesque ;;;01/01/2010;;MOVIE;55000000;Drama|Music|Musical|Romance;IMDB;http://www.imdb.com/title/tt1126591/?ref_=fn_tt_tt_1;public;2010
A Very Long Engagement ;;;01/01/2004;;MOVIE;47000000;Drama|Mystery|Romance|War;IMDB;http://www.imdb.com/title/tt0344510/?ref_=fn_tt_tt_1;public;2004
Lolita ;;;01/01/1962;;MOVIE;2000000;Crime|Drama|Romance;IMDB;http://www.imdb.com/title/tt0056193/?ref_=fn_tt_tt_1;public;1962
Eye See You ;;;01/01/2002;;MOVIE;55000000;Crime|Horror|Mystery|Thriller;IMDB;http://www.imdb.com/title/tt0160184/?ref_=fn_tt_tt_1;public;2002
Blade II ;;;01/01/2002;;MOVIE;54000000;Action|Horror|Sci-Fi|Thriller;IMDB;http://www.imdb.com/title/tt0187738/?ref_=fn_tt_tt_1;public;2002
Seven Pounds ;;;01/01/2008;;MOVIE;55000000;Drama|Romance;IMDB;http://www.imdb.com/title/tt0814314/?ref_=fn_tt_tt_1;public;2008
Bullet to the Head ;;;01/01/2012;;MOVIE;55000000;Action|Thriller;IMDB;http://www.imdb.com/title/tt1308729/?ref_=fn_tt_tt_1;public;2012
The Godfather: Part III ;;;01/01/1990;;MOVIE;54000000;Crime|Drama;IMDB;http://www.imdb.com/title/tt0099674/?ref_=fn_tt_tt_1;public;1990
Elizabethtown ;;;01/01/2005;;MOVIE;57000000;Comedy|Drama|Romance;IMDB;http://www.imdb.com/title/tt0368709/?ref_=fn_tt_tt_1;public;2005
You, Me and Dupree ;;;01/01/2006;;MOVIE;54000000;Comedy|Romance;IMDB;http://www.imdb.com/title/tt0463034/?ref_=fn_tt_tt_1;public;2006
Superman II ;;;01/01/1980;;MOVIE;54000000;Action|Adventure|Romance|Sci-Fi;IMDB;http://www.imdb.com/title/tt0081573/?ref_=fn_tt_tt_1;public;1980
Gigli ;;;01/01/2003;;MOVIE;54000000;Comedy|Crime|Romance;IMDB;http://www.imdb.com/title/tt0299930/?ref_=fn_tt_tt_1;public;2003
All the King's Men ;;;01/01/2006;;MOVIE;55000000;Drama|Thriller;IMDB;http://www.imdb.com/title/tt0405676/?ref_=fn_tt_tt_1;public;2006
Shaft ;;;01/01/2000;;MOVIE;46000000;Action|Crime|Thriller;IMDB;http://www.imdb.com/title/tt0162650/?ref_=fn_tt_tt_1;public;2000
Anastasia ;;;01/01/1997;;MOVIE;50000000;Adventure|Animation|Drama|Family|Fantasy|Musical|Mystery|Romance;IMDB;http://www.imdb.com/title/tt0118617/?ref_=fn_tt_tt_1;public;1997
Moulin Rouge! ;;;01/01/2001;;MOVIE;52500000;Drama|Musical|Romance;IMDB;http://www.imdb.com/title/tt0203009/?ref_=fn_tt_tt_1;public;2001
